"X","性別","醫療層級","縣市","年齡","年度","人數"
16107,"F","基層院所","嘉義縣",21,2009,3
16108,"F","基層院所","嘉義縣",21,2010,5
16109,"F","基層院所","嘉義縣",21,2011,3
16110,"F","基層院所","嘉義縣",21,2012,1
16111,"F","基層院所","嘉義縣",22,2005,5
16112,"F","基層院所","嘉義縣",22,2006,7
16113,"F","基層院所","嘉義縣",22,2007,4
16114,"F","基層院所","嘉義縣",22,2008,1
16115,"F","基層院所","嘉義縣",22,2009,3
16116,"F","基層院所","嘉義縣",22,2010,3
16117,"F","基層院所","嘉義縣",22,2011,3
16118,"F","基層院所","嘉義縣",22,2012,1
16119,"F","基層院所","嘉義縣",23,2005,2
16120,"F","基層院所","嘉義縣",23,2006,4
16121,"F","基層院所","嘉義縣",23,2007,6
16122,"F","基層院所","嘉義縣",23,2008,3
16123,"F","基層院所","嘉義縣",23,2009,4
16124,"F","基層院所","嘉義縣",23,2010,4
16125,"F","基層院所","嘉義縣",23,2011,4
16126,"F","基層院所","嘉義縣",23,2012,6
16127,"F","基層院所","嘉義縣",24,2005,12
16128,"F","基層院所","嘉義縣",24,2006,2
16129,"F","基層院所","嘉義縣",24,2007,7
16130,"F","基層院所","嘉義縣",24,2008,9
16131,"F","基層院所","嘉義縣",24,2009,4
16132,"F","基層院所","嘉義縣",24,2010,5
16133,"F","基層院所","嘉義縣",24,2011,4
16134,"F","基層院所","嘉義縣",24,2012,6
16135,"F","基層院所","嘉義縣",25,2005,13
16136,"F","基層院所","嘉義縣",25,2006,12
16137,"F","基層院所","嘉義縣",25,2007,6
16138,"F","基層院所","嘉義縣",25,2008,9
16139,"F","基層院所","嘉義縣",25,2009,9
16140,"F","基層院所","嘉義縣",25,2010,7
16141,"F","基層院所","嘉義縣",25,2011,5
16142,"F","基層院所","嘉義縣",25,2012,7
16143,"F","基層院所","嘉義縣",26,2005,13
16144,"F","基層院所","嘉義縣",26,2006,14
16145,"F","基層院所","嘉義縣",26,2007,10
16146,"F","基層院所","嘉義縣",26,2008,6
16147,"F","基層院所","嘉義縣",26,2009,7
16148,"F","基層院所","嘉義縣",26,2010,9
16149,"F","基層院所","嘉義縣",26,2011,10
16150,"F","基層院所","嘉義縣",26,2012,6
16151,"F","基層院所","嘉義縣",27,2005,10
16152,"F","基層院所","嘉義縣",27,2006,16
16153,"F","基層院所","嘉義縣",27,2007,13
16154,"F","基層院所","嘉義縣",27,2008,13
16155,"F","基層院所","嘉義縣",27,2009,10
16156,"F","基層院所","嘉義縣",27,2010,8
16157,"F","基層院所","嘉義縣",27,2011,10
16158,"F","基層院所","嘉義縣",27,2012,9
16159,"F","基層院所","嘉義縣",28,2005,11
16160,"F","基層院所","嘉義縣",28,2006,9
16161,"F","基層院所","嘉義縣",28,2007,15
16162,"F","基層院所","嘉義縣",28,2008,19
16163,"F","基層院所","嘉義縣",28,2009,11
16164,"F","基層院所","嘉義縣",28,2010,9
16165,"F","基層院所","嘉義縣",28,2011,7
16166,"F","基層院所","嘉義縣",28,2012,10
16167,"F","基層院所","嘉義縣",29,2005,10
16168,"F","基層院所","嘉義縣",29,2006,10
16169,"F","基層院所","嘉義縣",29,2007,10
16170,"F","基層院所","嘉義縣",29,2008,18
16171,"F","基層院所","嘉義縣",29,2009,21
16172,"F","基層院所","嘉義縣",29,2010,10
16173,"F","基層院所","嘉義縣",29,2011,10
16174,"F","基層院所","嘉義縣",29,2012,12
16175,"F","基層院所","嘉義縣",30,2005,12
16176,"F","基層院所","嘉義縣",30,2006,11
16177,"F","基層院所","嘉義縣",30,2007,12
16178,"F","基層院所","嘉義縣",30,2008,19
16179,"F","基層院所","嘉義縣",30,2009,14
16180,"F","基層院所","嘉義縣",30,2010,19
16181,"F","基層院所","嘉義縣",30,2011,10
16182,"F","基層院所","嘉義縣",30,2012,12
16183,"F","基層院所","嘉義縣",31,2005,6
16184,"F","基層院所","嘉義縣",31,2006,12
16185,"F","基層院所","嘉義縣",31,2007,12
16186,"F","基層院所","嘉義縣",31,2008,15
16187,"F","基層院所","嘉義縣",31,2009,17
16188,"F","基層院所","嘉義縣",31,2010,17
16189,"F","基層院所","嘉義縣",31,2011,20
16190,"F","基層院所","嘉義縣",31,2012,13
16191,"F","基層院所","嘉義縣",32,2005,6
16192,"F","基層院所","嘉義縣",32,2006,7
16193,"F","基層院所","嘉義縣",32,2007,13
16194,"F","基層院所","嘉義縣",32,2008,15
16195,"F","基層院所","嘉義縣",32,2009,14
16196,"F","基層院所","嘉義縣",32,2010,14
16197,"F","基層院所","嘉義縣",32,2011,17
16198,"F","基層院所","嘉義縣",32,2012,20
16199,"F","基層院所","嘉義縣",33,2005,4
16200,"F","基層院所","嘉義縣",33,2006,7
16201,"F","基層院所","嘉義縣",33,2007,6
16202,"F","基層院所","嘉義縣",33,2008,17
16203,"F","基層院所","嘉義縣",33,2009,15
16204,"F","基層院所","嘉義縣",33,2010,15
16205,"F","基層院所","嘉義縣",33,2011,14
16206,"F","基層院所","嘉義縣",33,2012,17
16207,"F","基層院所","嘉義縣",34,2005,9
16208,"F","基層院所","嘉義縣",34,2006,4
16209,"F","基層院所","嘉義縣",34,2007,7
16210,"F","基層院所","嘉義縣",34,2008,7
16211,"F","基層院所","嘉義縣",34,2009,14
16212,"F","基層院所","嘉義縣",34,2010,14
16213,"F","基層院所","嘉義縣",34,2011,14
16214,"F","基層院所","嘉義縣",34,2012,17
16215,"F","基層院所","嘉義縣",35,2005,9
16216,"F","基層院所","嘉義縣",35,2006,9
16217,"F","基層院所","嘉義縣",35,2007,4
16218,"F","基層院所","嘉義縣",35,2008,10
16219,"F","基層院所","嘉義縣",35,2009,5
16220,"F","基層院所","嘉義縣",35,2010,14
16221,"F","基層院所","嘉義縣",35,2011,13
16222,"F","基層院所","嘉義縣",35,2012,15
16223,"F","基層院所","嘉義縣",36,2005,11
16224,"F","基層院所","嘉義縣",36,2006,9
16225,"F","基層院所","嘉義縣",36,2007,8
16226,"F","基層院所","嘉義縣",36,2008,6
16227,"F","基層院所","嘉義縣",36,2009,9
16228,"F","基層院所","嘉義縣",36,2010,5
16229,"F","基層院所","嘉義縣",36,2011,14
16230,"F","基層院所","嘉義縣",36,2012,16
16231,"F","基層院所","嘉義縣",37,2005,6
16232,"F","基層院所","嘉義縣",37,2006,11
16233,"F","基層院所","嘉義縣",37,2007,9
16234,"F","基層院所","嘉義縣",37,2008,13
16235,"F","基層院所","嘉義縣",37,2009,2
16236,"F","基層院所","嘉義縣",37,2010,7
16237,"F","基層院所","嘉義縣",37,2011,5
16238,"F","基層院所","嘉義縣",37,2012,11
16239,"F","基層院所","嘉義縣",38,2005,6
16240,"F","基層院所","嘉義縣",38,2006,6
16241,"F","基層院所","嘉義縣",38,2007,8
16242,"F","基層院所","嘉義縣",38,2008,13
16243,"F","基層院所","嘉義縣",38,2009,8
16244,"F","基層院所","嘉義縣",38,2010,2
16245,"F","基層院所","嘉義縣",38,2011,8
16246,"F","基層院所","嘉義縣",38,2012,8
16247,"F","基層院所","嘉義縣",39,2005,8
16248,"F","基層院所","嘉義縣",39,2006,7
16249,"F","基層院所","嘉義縣",39,2007,8
16250,"F","基層院所","嘉義縣",39,2008,12
16251,"F","基層院所","嘉義縣",39,2009,8
16252,"F","基層院所","嘉義縣",39,2010,7
16253,"F","基層院所","嘉義縣",39,2011,3
16254,"F","基層院所","嘉義縣",39,2012,7
16255,"F","基層院所","嘉義縣",40,2005,3
16256,"F","基層院所","嘉義縣",40,2006,8
16257,"F","基層院所","嘉義縣",40,2007,7
16258,"F","基層院所","嘉義縣",40,2008,10
16259,"F","基層院所","嘉義縣",40,2009,8
16260,"F","基層院所","嘉義縣",40,2010,8
16261,"F","基層院所","嘉義縣",40,2011,7
16262,"F","基層院所","嘉義縣",40,2012,3
16263,"F","基層院所","嘉義縣",41,2005,6
16264,"F","基層院所","嘉義縣",41,2006,4
16265,"F","基層院所","嘉義縣",41,2007,8
16266,"F","基層院所","嘉義縣",41,2008,12
16267,"F","基層院所","嘉義縣",41,2009,8
16268,"F","基層院所","嘉義縣",41,2010,7
16269,"F","基層院所","嘉義縣",41,2011,8
16270,"F","基層院所","嘉義縣",41,2012,7
16271,"F","基層院所","嘉義縣",42,2005,7
16272,"F","基層院所","嘉義縣",42,2006,6
16273,"F","基層院所","嘉義縣",42,2007,6
16274,"F","基層院所","嘉義縣",42,2008,7
16275,"F","基層院所","嘉義縣",42,2009,6
16276,"F","基層院所","嘉義縣",42,2010,8
16277,"F","基層院所","嘉義縣",42,2011,9
16278,"F","基層院所","嘉義縣",42,2012,9
16279,"F","基層院所","嘉義縣",43,2005,6
16280,"F","基層院所","嘉義縣",43,2006,8
16281,"F","基層院所","嘉義縣",43,2007,6
16282,"F","基層院所","嘉義縣",43,2008,11
16283,"F","基層院所","嘉義縣",43,2009,6
16284,"F","基層院所","嘉義縣",43,2010,5
16285,"F","基層院所","嘉義縣",43,2011,7
16286,"F","基層院所","嘉義縣",43,2012,7
16287,"F","基層院所","嘉義縣",44,2005,6
16288,"F","基層院所","嘉義縣",44,2006,6
16289,"F","基層院所","嘉義縣",44,2007,8
16290,"F","基層院所","嘉義縣",44,2008,8
16291,"F","基層院所","嘉義縣",44,2009,6
16292,"F","基層院所","嘉義縣",44,2010,6
16293,"F","基層院所","嘉義縣",44,2011,6
16294,"F","基層院所","嘉義縣",44,2012,6
16295,"F","基層院所","嘉義縣",45,2005,3
16296,"F","基層院所","嘉義縣",45,2006,7
16297,"F","基層院所","嘉義縣",45,2007,6
16298,"F","基層院所","嘉義縣",45,2008,8
16299,"F","基層院所","嘉義縣",45,2009,5
16300,"F","基層院所","嘉義縣",45,2010,7
16301,"F","基層院所","嘉義縣",45,2011,5
16302,"F","基層院所","嘉義縣",45,2012,4
16303,"F","基層院所","嘉義縣",46,2005,4
16304,"F","基層院所","嘉義縣",46,2006,2
16305,"F","基層院所","嘉義縣",46,2007,7
16306,"F","基層院所","嘉義縣",46,2008,8
16307,"F","基層院所","嘉義縣",46,2009,9
16308,"F","基層院所","嘉義縣",46,2010,5
16309,"F","基層院所","嘉義縣",46,2011,8
16310,"F","基層院所","嘉義縣",46,2012,4
16311,"F","基層院所","嘉義縣",47,2005,1
16312,"F","基層院所","嘉義縣",47,2006,4
16313,"F","基層院所","嘉義縣",47,2007,2
16314,"F","基層院所","嘉義縣",47,2008,8
16315,"F","基層院所","嘉義縣",47,2009,6
16316,"F","基層院所","嘉義縣",47,2010,9
16317,"F","基層院所","嘉義縣",47,2011,6
16318,"F","基層院所","嘉義縣",47,2012,8
16319,"F","基層院所","嘉義縣",48,2005,2
16320,"F","基層院所","嘉義縣",48,2006,1
16321,"F","基層院所","嘉義縣",48,2007,4
16322,"F","基層院所","嘉義縣",48,2008,3
16323,"F","基層院所","嘉義縣",48,2009,8
16324,"F","基層院所","嘉義縣",48,2010,6
16325,"F","基層院所","嘉義縣",48,2011,9
16326,"F","基層院所","嘉義縣",48,2012,5
16327,"F","基層院所","嘉義縣",49,2006,3
16328,"F","基層院所","嘉義縣",49,2007,1
16329,"F","基層院所","嘉義縣",49,2008,6
16330,"F","基層院所","嘉義縣",49,2009,3
16331,"F","基層院所","嘉義縣",49,2010,7
16332,"F","基層院所","嘉義縣",49,2011,6
16333,"F","基層院所","嘉義縣",49,2012,9
16334,"F","基層院所","嘉義縣",50,2005,2
16335,"F","基層院所","嘉義縣",50,2007,3
16336,"F","基層院所","嘉義縣",50,2008,1
16337,"F","基層院所","嘉義縣",50,2009,7
16338,"F","基層院所","嘉義縣",50,2010,2
16339,"F","基層院所","嘉義縣",50,2011,5
16340,"F","基層院所","嘉義縣",50,2012,5
16341,"F","基層院所","嘉義縣",51,2005,3
16342,"F","基層院所","嘉義縣",51,2006,2
16343,"F","基層院所","嘉義縣",51,2008,8
16344,"F","基層院所","嘉義縣",51,2010,6
16345,"F","基層院所","嘉義縣",51,2011,2
16346,"F","基層院所","嘉義縣",51,2012,4
16347,"F","基層院所","嘉義縣",52,2005,2
16348,"F","基層院所","嘉義縣",52,2006,2
16349,"F","基層院所","嘉義縣",52,2007,3
16350,"F","基層院所","嘉義縣",52,2008,4
16351,"F","基層院所","嘉義縣",52,2009,7
16352,"F","基層院所","嘉義縣",52,2011,6
16353,"F","基層院所","嘉義縣",52,2012,2
16354,"F","基層院所","嘉義縣",53,2005,1
16355,"F","基層院所","嘉義縣",53,2006,2
16356,"F","基層院所","嘉義縣",53,2007,1
16357,"F","基層院所","嘉義縣",53,2008,4
16358,"F","基層院所","嘉義縣",53,2009,2
16359,"F","基層院所","嘉義縣",53,2010,6
16360,"F","基層院所","嘉義縣",53,2012,7
16361,"F","基層院所","嘉義縣",54,2006,2
16362,"F","基層院所","嘉義縣",54,2007,2
16363,"F","基層院所","嘉義縣",54,2008,8
16364,"F","基層院所","嘉義縣",54,2009,4
16365,"F","基層院所","嘉義縣",54,2010,2
16366,"F","基層院所","嘉義縣",54,2011,7
16367,"F","基層院所","嘉義縣",55,2005,1
16368,"F","基層院所","嘉義縣",55,2007,2
16369,"F","基層院所","嘉義縣",55,2008,3
16370,"F","基層院所","嘉義縣",55,2009,3
16371,"F","基層院所","嘉義縣",55,2010,4
16372,"F","基層院所","嘉義縣",55,2011,2
16373,"F","基層院所","嘉義縣",55,2012,6
16374,"F","基層院所","嘉義縣",56,2006,1
16375,"F","基層院所","嘉義縣",56,2008,4
16376,"F","基層院所","嘉義縣",56,2009,1
16377,"F","基層院所","嘉義縣",56,2010,3
16378,"F","基層院所","嘉義縣",56,2011,3
16379,"F","基層院所","嘉義縣",56,2012,2
16380,"F","基層院所","嘉義縣",57,2007,1
16381,"F","基層院所","嘉義縣",57,2009,4
16382,"F","基層院所","嘉義縣",57,2010,2
16383,"F","基層院所","嘉義縣",57,2011,4
16384,"F","基層院所","嘉義縣",57,2012,3
16385,"F","基層院所","嘉義縣",58,2005,1
16386,"F","基層院所","嘉義縣",58,2008,5
16387,"F","基層院所","嘉義縣",58,2009,1
16388,"F","基層院所","嘉義縣",58,2010,4
16389,"F","基層院所","嘉義縣",58,2011,2
16390,"F","基層院所","嘉義縣",58,2012,3
16391,"F","基層院所","嘉義縣",59,2006,1
16392,"F","基層院所","嘉義縣",59,2009,2
16393,"F","基層院所","嘉義縣",59,2010,1
16394,"F","基層院所","嘉義縣",59,2011,4
16395,"F","基層院所","嘉義縣",59,2012,2
16396,"F","基層院所","嘉義縣",60,2005,1
16397,"F","基層院所","嘉義縣",60,2007,1
16398,"F","基層院所","嘉義縣",60,2010,2
16399,"F","基層院所","嘉義縣",60,2011,1
16400,"F","基層院所","嘉義縣",60,2012,4
16401,"F","基層院所","嘉義縣",61,2006,1
16402,"F","基層院所","嘉義縣",61,2008,1
16403,"F","基層院所","嘉義縣",61,2011,2
16404,"F","基層院所","嘉義縣",61,2012,1
16405,"F","基層院所","嘉義縣",62,2007,1
16406,"F","基層院所","嘉義縣",62,2009,2
16407,"F","基層院所","嘉義縣",62,2012,2
16408,"F","基層院所","嘉義縣",63,2008,1
16409,"F","基層院所","嘉義縣",63,2010,2
16410,"F","基層院所","嘉義縣",63,2011,1
16411,"F","基層院所","嘉義縣",64,2008,1
16412,"F","基層院所","嘉義縣",64,2009,1
16413,"F","基層院所","嘉義縣",64,2011,2
16414,"F","基層院所","嘉義縣",64,2012,1
16415,"F","基層院所","嘉義縣",65,2010,1
16416,"F","基層院所","嘉義縣",65,2012,1
16417,"F","基層院所","金門縣",22,2005,1
16418,"F","基層院所","金門縣",23,2005,1
16419,"F","基層院所","金門縣",23,2006,2
16420,"F","基層院所","金門縣",24,2007,2
16421,"F","基層院所","金門縣",24,2008,1
16422,"F","基層院所","金門縣",25,2008,2
16423,"F","基層院所","金門縣",25,2009,1
16424,"F","基層院所","金門縣",26,2009,1
16425,"F","基層院所","金門縣",26,2010,1
16426,"F","基層院所","金門縣",27,2009,1
16427,"F","基層院所","金門縣",27,2010,1
16428,"F","基層院所","金門縣",27,2011,1
16429,"F","基層院所","金門縣",28,2007,1
16430,"F","基層院所","金門縣",28,2010,1
16431,"F","基層院所","金門縣",28,2011,1
16432,"F","基層院所","金門縣",29,2008,1
16433,"F","基層院所","金門縣",29,2010,1
16434,"F","基層院所","金門縣",29,2012,2
16435,"F","基層院所","金門縣",30,2008,1
16436,"F","基層院所","金門縣",30,2009,1
16437,"F","基層院所","金門縣",30,2011,1
16438,"F","基層院所","金門縣",31,2009,1
16439,"F","基層院所","金門縣",31,2010,2
16440,"F","基層院所","金門縣",31,2012,1
16441,"F","基層院所","金門縣",32,2010,1
16442,"F","基層院所","金門縣",32,2011,1
16443,"F","基層院所","金門縣",33,2011,1
16444,"F","基層院所","金門縣",33,2012,1
16445,"F","基層院所","金門縣",34,2006,1
16446,"F","基層院所","金門縣",34,2008,1
16447,"F","基層院所","金門縣",34,2012,1
16448,"F","基層院所","金門縣",35,2006,1
16449,"F","基層院所","金門縣",35,2007,1
16450,"F","基層院所","金門縣",35,2008,1
16451,"F","基層院所","金門縣",35,2009,1
16452,"F","基層院所","金門縣",36,2008,1
16453,"F","基層院所","金門縣",36,2009,1
16454,"F","基層院所","金門縣",36,2010,1
16455,"F","基層院所","金門縣",36,2011,1
16456,"F","基層院所","金門縣",37,2005,1
16457,"F","基層院所","金門縣",37,2008,1
16458,"F","基層院所","金門縣",37,2009,1
16459,"F","基層院所","金門縣",37,2011,1
16460,"F","基層院所","金門縣",37,2012,1
16461,"F","基層院所","金門縣",38,2005,1
16462,"F","基層院所","金門縣",38,2006,1
16463,"F","基層院所","金門縣",38,2011,1
16464,"F","基層院所","金門縣",38,2012,1
16465,"F","基層院所","金門縣",39,2006,1
16466,"F","基層院所","金門縣",39,2007,1
16467,"F","基層院所","金門縣",39,2008,1
16468,"F","基層院所","金門縣",39,2011,1
